Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
308,"Piplai, SSL Chukkapalli…",NAttack! Adversarial Attacks to bypass a GAN based classifier trained to detect Network intrusion,32,2020, ieeexplore.ieee.org, … Intl Conference on Big Data …,https://ieeexplore.ieee.org/abstract/document/9123023/,11,,,,
895,"Sinha, Z Zhao…",Top-k training of gans: Improving gan performance by throwing away bad samples,32,2020, proceedings.neurips.cc, Advances in …,https://proceedings.neurips.cc/paper/2020/hash/a851bd0d418b13310dd1e5e3ac7318ab-Abstract.html,11,,,,
726," Sarhan, N Navab, A Eslami…",Fairness by learning orthogonal disentangled representations,32,2020, Springer, European Conference on …,https://link.springer.com/chapter/10.1007/978-3-030-58526-6_44,11,,,,
90,"Lahiri, K Ayush, P Kumar Biswas…",Generative adversarial learning for reducing manual annotation in semantic segmentation on large scale miscroscopy images: Automated vessel segmentation in …,63,2017, openaccess.thecvf.com, Proceedings of the …,http://openaccess.thecvf.com/content_cvpr_2017_workshops/w8/html/Lahiri_Generative_Adversarial_Learning_CVPR_2017_paper.html,10,,,,
824," Cheng, E Montagnon, R Yamashita, I Pan…",Deep learning: an update for radiologists,19,2021, academia.edu, Radiographics,https://www.academia.edu/download/69641363/rg.pdf,10,,,,
506,"Fernando, S Denman, S Sridharan…",Gd-gan: Generative adversarial networks for trajectory prediction and group detection in crowds,51,2018, Springer, Asian conference on …,https://link.springer.com/chapter/10.1007/978-3-030-20887-5_20,10,,,,
428," Kopetzki, B Charpentier, D Zügner…",Evaluating robustness of predictive uncertainty estimation: Are Dirichlet-based models reliable?,19,2021, proceedings.mlr.press, International …,https://proceedings.mlr.press/v139/kopetzki21a.html,10,,,,
3,"Marani, A Jamali, ML Nehdi",Predicting ultra-high-performance concrete compressive strength using tabular generative adversarial networks,30,2020, mdpi.com, Materials,https://www.mdpi.com/868422,10,,,,
686,"Hassantabar, P Terway…",TUTOR: Training neural networks using decision rules as model priors,10,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9785879/,10,,,,
495,"Le, S Wang, D Lee",GRACE: Generating Concise and Informative Contrastive Sample to Explain Neural Network Model's Prediction,30,2020, dl.acm.org, … Conference on Knowledge Discovery & Data …,https://dl.acm.org/doi/abs/10.1145/3394486.3403066,10,,,,
5,"Cartella, O Anunciacao, Y Funabiki…",Adversarial attacks for tabular data: Application to fraud detection and imbalanced data,19,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2101.08030,10,,,,
322," Chaabene, ML Nehdi",Genetic programming based symbolic regression for shear capacity prediction of SFRC beams,20,2021, Elsevier, Construction and Building Materials,https://www.sciencedirect.com/science/article/pii/S095006182100283X,10,,,,
560,"Zhang, VM Patel, BS Riggan…",Generative adversarial network-based synthesis of visible faces from polarimetrie thermal faces,59,2017, ieeexplore.ieee.org, 2017 IEEE International …,https://ieeexplore.ieee.org/abstract/document/8272687/,10,,,,
670," Sai, MD Gupta, MM Khapra…",Re-evaluating adem: A deeper look at scoring dialogue responses,40,2019, ojs.aaai.org, Proceedings of the AAAI …,https://ojs.aaai.org/index.php/AAAI/article/view/4581,10,,,,
325,"Wang, F Gao, J Dong, Q Du",Adaptive dropblock-enhanced generative adversarial networks for hyperspectral image classification,31,2020, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9173809/,10,,,,
932," Lee, JR Waite, CH Yang, BSS Pokuri…",Fast inverse design of microstructures via generative invariance networks,19,2021, nature.com, Nature Computational …,https://www.nature.com/articles/s43588-021-00045-8,10,,,,
747,"Malekzadeh, RG Clegg, H Haddadi",Replacement autoencoder: A privacy-preserving algorithm for sensory data analysis,59,2017, arxiv.org, arXiv preprint arXiv:1710.06564,https://arxiv.org/abs/1710.06564,10,,,,
26," Nicolae, M Sinn, TN Minh, A Rawat, M Wistuba…",Adversarial Robustness Toolbox v0. 2.2,51,2018, openreview.net,,https://openreview.net/forum?id=LjClBNOADBzB,10,,,,
709,"Uřičář, P Křížek, G Sistu…",Soilingnet: Soiling detection on automotive surround-view cameras,40,2019, ieeexplore.ieee.org, 2019 IEEE Intelligent …,https://ieeexplore.ieee.org/abstract/document/8917178/,10,,,,
589,"Harder, K Adamczewski…",Dp-merf: Differentially private mean embeddings with randomfeatures for practical privacy-preserving data generation,18,2021, proceedings.mlr.press, … conference on artificial …,http://proceedings.mlr.press/v130/harder21a.html,9,,,,
522," Liong, YS Gan, D Zheng, SM Li, HX Xu…",Evaluation of the spatio-temporal features and gan for micro-expression recognition system,27,2020, Springer, Journal of Signal …,https://link.springer.com/article/10.1007/s11265-020-01523-4,9,,,,
404,"Pan, W Yu, B Wang, H Xie, VS Sheng…",Loss functions of generative adversarial networks (GANs): opportunities and challenges,28,2020, ieeexplore.ieee.org, … on Emerging Topics …,https://ieeexplore.ieee.org/abstract/document/9098081/,9,,,,
4,"Rajabi, OO Garibay",Tabfairgan: Fair tabular data generation with generative adversarial networks,9,2022, mdpi.com, Machine Learning and Knowledge Extraction,https://www.mdpi.com/2504-4990/4/2/22,9,,,,
815,"Mishra, A Pandey, HA Murthy",Zero-shot learning for action recognition using synthesized features,26,2020, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231220301302,9,,,,
117,"Huang, D Ramanan",Expecting the unexpected: Training detectors for unusual pedestrians with adversarial imposters,55,2017, openaccess.thecvf.com, Proceedings of the IEEE …,http://openaccess.thecvf.com/content_cvpr_2017/html/Huang_Expecting_the_Unexpected_CVPR_2017_paper.html,9,,,,
109,"Bissoto, E Valle, S Avila",Gan-based data augmentation and anonymization for skin-lesion analysis: A critical review,18,2021, openaccess.thecvf.com, … of the IEEE/CVF Conference on …,https://openaccess.thecvf.com/content/CVPR2021W/ISIC/html/Bissoto_GAN-Based_Data_Augmentation_and_Anonymization_for_Skin-Lesion_Analysis_A_Critical_CVPRW_2021_paper.html,9,,,,
280," Rakin, J Yi, B Gong, D Fan",Defend deep neural networks against adversarial examples via fixed and dynamic quantized activation functions,46,2018, arxiv.org, arXiv preprint arXiv:1807.06714,https://arxiv.org/abs/1807.06714,9,,,,
93,"Fakoor, JW Mueller, N Erickson…","Fast, accurate, and simple models for tabular data via augmented distillation",26,2020, proceedings.neurips.cc, Advances in …,https://proceedings.neurips.cc/paper/2020/hash/62d75fb2e3075506e8837d8f55021ab1-Abstract.html,9,,,,
931,"Geng, A Alkhachroum, MAM Bicchi…",Deep learning for robust detection of interictal epileptiform discharges,18,2021, iopscience.iop.org, Journal of neural …,https://iopscience.iop.org/article/10.1088/1741-2552/abf28e/meta,9,,,,
22,"Ding, L Chen, L Dong, Z Fu, X Cui",Imbalanced data classification: A KNN and generative adversarial networks-based hybrid approach for intrusion detection,9,2022, Elsevier, Future Generation Computer Systems,https://www.sciencedirect.com/science/article/pii/S0167739X22000346,9,,,,
44,"Kossen, P Subramaniam, VI Madai…",Synthesizing anonymized and labeled TOF-MRA patches for brain vessel segmentation using generative adversarial networks,17,2021, Elsevier, Computers in biology …,https://www.sciencedirect.com/science/article/pii/S0010482521000482,8,,,,
493,"Chen, C Xiang, M Xue, B Li, N Borisov…",Differentially private data generative models,41,2018, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1812.02274,8,,,,
525,"Fernandes, S Raj, R Ewetz…",Detecting deepfake videos using attribution-based confidence metric,24,2020, openaccess.thecvf.com, Proceedings of the …,http://openaccess.thecvf.com/content_CVPRW_2020/html/w19/Fernandes_Detecting_Deepfake_Videos_Using_Attribution-Based_Confidence_Metric_CVPRW_2020_paper.html,8,,,,
85," Hameed, NA Ali",Enhancing imputation techniques performance utilizing uncertainty aware predictors and adversarial learning,8,2022, pen.ius.edu.ba, … of Engineering and Natural Sciences (PEN),http://pen.ius.edu.ba/index.php/pen/article/view/3110,8,,,,
941,"Wu, B Fang, J Wang, Q Liu…",Evading machine learning botnet detection models via deep reinforcement learning,34,2019, ieeexplore.ieee.org,2019 IEEE …,https://ieeexplore.ieee.org/abstract/document/8761337/,8,,,,
268,"Guo, L Fang, M Qi, S Li",Unsupervised denoising of optical coherence tomography images with nonlocal-generative adversarial network,24,2020, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9174804/,8,,,,
328,"Jin, F Tan, S Jiang",Generative adversarial network technologies and applications in computer vision,23,2020, hindawi.com, Computational Intelligence and Neuroscience,https://www.hindawi.com/journals/cin/2020/1459107/,8,,,,
878," Le, MH Nguyen, TD Tran, ND Tran",IMIDS: An intelligent intrusion detection system against cyber threats in IoT,8,2022, mdpi.com, Electronics,https://www.mdpi.com/2079-9292/11/4/524,8,,,,
728,"Senaras, MKK Niazi, B Sahiner, MP Pennell…",Optimized generation of high-resolution phantom images using cGAN: Application to quantification of Ki67 breast cancer images,39,2018, journals.plos.org, PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0196846,8,,,,
243,"Hartl, M Bachl, J Fabini…",Explainability and adversarial robustness for rnns,24,2020, ieeexplore.ieee.org, … Conference on Big Data …,https://ieeexplore.ieee.org/abstract/document/9179605/,8,,,,
18,"Bourou, A El Saer, TH Velivassaki, A Voulkidis…",A review of tabular data synthesis using gans on an ids dataset,17,2021, mdpi.com, Information,https://www.mdpi.com/2078-2489/12/9/375,8,,,,
929," Das, R Tran, J Singh, X Yue, G Tison…",Conditional synthetic data generation for robust machine learning applications with limited pandemic data,8,2022, ojs.aaai.org, Proceedings of the …,https://ojs.aaai.org/index.php/AAAI/article/view/21435,8,,,,
552,"Petrović, M Nikolić, S Radovanović, B Delibašić…",FAIR: Fair adversarial instance re-weighting,8,2022, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231221019408,8,,,,
559,"Pang, L Cao, C Aggarwal","Deep learning for anomaly detection: Challenges, methods, and opportunities",15,2021, dl.acm.org, … Conference on Web Search and Data …,https://dl.acm.org/doi/abs/10.1145/3437963.3441659,8,,,,
56,"Hernandez, G Epelde, A Alberdi, R Cilla, D Rankin",Synthetic Data Generation for Tabular Health Records: A Systematic Review,8,2022, Elsevier, Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231222004349,8,,,,
549,"Thambawita, P Salehi, SA Sheshkal, SA Hicks…",SinGAN-Seg: Synthetic training data generation for medical image segmentation,8,2022, journals.plos.org, PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0267976,8,,,,
9,"Bhavsar, V Vakharia, R Chaudhari, J Vora…","A Comparative study to predict bearing degradation using discrete wavelet transform (DWT), tabular generative adversarial networks (TGAN) and machine learning …",8,2022, mdpi.com, Machines,https://www.mdpi.com/2075-1702/10/3/176,8,,,,
29,Fan,A survey of differentially private generative adversarial networks,23,2020, webpages.uncc.edu,Preserving Artificial …,https://webpages.uncc.edu/lfan4/pdf/PPAI20.pdf,8,,,,
61,"Chalasani, J Chen, AR Chowdhury…",Concise explanations of neural networks using adversarial training,25,2020, proceedings.mlr.press, International …,http://proceedings.mlr.press/v119/chalasani20a.html,8,,,,
534,"Meden, Ž Emeršič, V Štruc, P Peer",k-Same-Net: k-Anonymity with Generative Deep Neural Networks for Face Deidentification,39,2018, mdpi.com, Entropy,https://www.mdpi.com/253602,8,,,,
553,"Siddani, S Balachandar, WC Moore, Y Yang…",Machine learning for physics-informed generation of dispersed multiphase flow using generative adversarial networks,16,2021, Springer, … and Computational Fluid …,https://link.springer.com/article/10.1007/s00162-021-00593-9,8,,,,
259,"Jo, D Kim",OBGAN: Minority oversampling near borderline with generative adversarial networks,8,2022, Elsevier, Expert Systems with Applications,https://www.sciencedirect.com/science/article/pii/S0957417422001749,8,,,,
602,"Abukmeil, S Ferrari, A Genovese, V Piuri…",A survey of unsupervised generative models for exploratory data analysis and representation learning,15,2021, dl.acm.org, Acm computing surveys …,https://dl.acm.org/doi/abs/10.1145/3450963,8,,,,
763,"Li, Z Wang, S Liu, WY Lin",Deep unsupervised anomaly detection,14,2021, openaccess.thecvf.com, Proceedings of the IEEE/CVF …,http://openaccess.thecvf.com/content/WACV2021/html/Li_Deep_Unsupervised_Anomaly_Detection_WACV_2021_paper.html,7,,,,
973,Karim,Fully‑automated deep‑learning segmentation of pediatric cardiovascular magnetic resonance of patients with complex congenital heart diseases,22,2020, Springer, Journal of …,https://link.springer.com/article/10.1186/s12968-020-00678-0,7,,,,
766,"Pan, F Yuan, J Lei, Y Fang, X Shao…",VCRNet: Visual Compensation Restoration Network for No-Reference Image Quality Assessment,7,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9694502/,7,,,,
75,Bad,Composite travel generative adversarial networks for tabular and sequential population synthesis,7,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9765790/,7,,,,
14,Xu,Synthesizing tabular data using conditional GAN,20,2020, dspace.mit.edu,,https://dspace.mit.edu/handle/1721.1/128349,7,,,,
755," Huang, TH Lee, L Chang, JR Lin…",Adversarial attacks on SDN-based deep learning IDS system,33,2018, Springer, … Conference on Mobile and …,https://link.springer.com/chapter/10.1007/978-981-13-1059-1_17,7,,,,
594," Richardson, W Wu, L Lin, B Xu…",Mcflow: Monte carlo flow models for data imputation,22,2020, openaccess.thecvf.com, Proceedings of the …,http://openaccess.thecvf.com/content_CVPR_2020/html/Richardson_McFlow_Monte_Carlo_Flow_Models_for_Data_Imputation_CVPR_2020_paper.html,7,,,,
745,"Ju, D Lee, J Hwang, J Namkung, H Yu",PUMAD: PU metric learning for anomaly detection,21,2020, Elsevier, Information Sciences,https://www.sciencedirect.com/science/article/pii/S0020025520302012,7,,,,
528,"Kamthe, S Assefa, M Deisenroth",Copula Flows for Synthetic Data Generation,14,2021, arxiv.org, arXiv preprint arXiv:2101.00598,https://arxiv.org/abs/2101.00598,7,,,,
574,"Li, C Wang, J Tan, X Zeng, D Ou, D Ou…",Adversarial multimodal representation learning for click-through rate prediction,21,2020, dl.acm.org, Proceedings of The Web …,https://dl.acm.org/doi/abs/10.1145/3366423.3380163,7,,,,
634," Iranmanesh, B Riggan, S Hu…",Coupled generative adversarial network for heterogeneous face recognition,20,2020, Elsevier, Image and Vision …,https://www.sciencedirect.com/science/article/pii/S0262885619304548,7,,,,
128,"Fan, T Liu, G Li, J Chen, Y Shen, X Du",Relational data synthesis using generative adversarial networks: A design space exploration,22,2020, arxiv.org, arXiv preprint arXiv:2008.12763,https://arxiv.org/abs/2008.12763,7,,,,
